trip_id;stop;stop_by_name
OCESN009877F0700715517;[82001000, 87192039, 87212027, 87182014, 87182063, 87300822, 87300863, 87713040, 87723197, 87763029, 87318964, 87319012, 87751008];['Luxembourg', 'Metz-Ville', 'Strasbourg', 'Colmar', 'Mulhouse', 'Belfort-Montb̩liard-TGV', 'Besan̤on-Franche-Comt̩', 'Dijon-Ville', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN009877F0800815520;[82001000, 87191007, 87192039, 87182014, 87182063, 87300822, 87300863, 87713040, 87723197, 87763029, 87318964, 87319012, 87751008];['Luxembourg', 'Thionville', 'Metz-Ville', 'Colmar', 'Mulhouse', 'Belfort-Montb̩liard-TGV', 'Besan̤on-Franche-Comt̩', 'Dijon-Ville', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN009877F0900915518;[82001000, 87192039, 87182014, 87182063, 87300822, 87300863, 87713040, 87723197, 87763029, 87318964, 87319012, 87751008];['Luxembourg', 'Metz-Ville', 'Colmar', 'Mulhouse', 'Belfort-Montb̩liard-TGV', 'Besan̤on-Franche-Comt̩', 'Dijon-Ville', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN009879F0100115533;[82001000, 87191007, 87192039, 87212027, 87182014, 87182063, 87300822, 87300863, 87713040, 87725689, 87723197, 87763029, 87703975, 87688887];['Luxembourg', 'Thionville', 'Metz-Ville', 'Strasbourg', 'Colmar', 'Mulhouse', 'Belfort-Montb̩liard-TGV', 'Besan̤on-Franche-Comt̩', 'Dijon-Ville', 'M̢con-Ville', 'Lyon-Part-Dieu', 'Valence-TGV', 'N̨mes Pont-du-Gard', 'Montpellier-Sud-France']
OCESN009879F8008015535;[82001000, 87191007, 87192039, 87214056, 87182014, 87182063, 87300822, 87300863, 87713040, 87725689, 87723197, 87763029, 87703975, 87688887];['Luxembourg', 'Thionville', 'Metz-Ville', 'S̩lestat', 'Colmar', 'Mulhouse', 'Belfort-Montb̩liard-TGV', 'Besan̤on-Franche-Comt̩', 'Dijon-Ville', 'M̢con-Ville', 'Lyon-Part-Dieu', 'Valence-TGV', 'N̨mes Pont-du-Gard', 'Montpellier-Sud-France']
OCESN009884F0100115547;[87471003, 87478404, 87396002, 87393702, 87111849, 87271494, 87313882, 87223263, 88140010];['Rennes', 'Laval', 'Le Mans', 'Massy-TGV', 'Marne-la-Vall̩e-Chessy.', 'A̩ropt-C-de-Gaulle-TGV', 'TGV Haute-Picardie', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009886F0100115556;[87481002, 87484006, 87396002, 87393702, 87111849, 87271494, 87313882, 87223263, 88140010];['Nantes', 'Angers-St-Laud', 'Le Mans', 'Massy-TGV', 'Marne-la-Vall̩e-Chessy.', 'A̩ropt-C-de-Gaulle-TGV', 'TGV Haute-Picardie', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009890F2902915557;[87212027, 87142109, 87171926, 87271494, 87223263, 88140010];['Strasbourg', 'Lorraine-TGV', 'Champagne-Ardenne', 'A̩ropt-C-de-Gaulle-TGV', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009892F0100115560;[87212027, 87142109, 87147322, 87171926, 87271494, 87223263, 88140010];['Strasbourg', 'Lorraine-TGV', 'Meuse-TGV', 'Champagne-Ardenne', 'A̩ropt-C-de-Gaulle-TGV', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009896F0100115580;[87751008, 87319012, 87318964, 87763029, 87723197, 87713040, 87300863, 87300822, 87182063, 87182014, 87212027, 87192039, 87191007, 82001000];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu', 'Dijon-Ville', 'Besan̤on-Franche-Comt̩', 'Belfort-Montb̩liard-TGV', 'Mulhouse', 'Colmar', 'Strasbourg', 'Metz-Ville', 'Thionville', 'Luxembourg']
OCESN009896F5405415582;[87751008, 87319012, 87318964, 87763029, 87723197, 87713040, 87300863, 87300822, 87182063, 87182014, 87212027, 87192039];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu', 'Dijon-Ville', 'Besan̤on-Franche-Comt̩', 'Belfort-Montb̩liard-TGV', 'Mulhouse', 'Colmar', 'Strasbourg', 'Metz-Ville']
OCESN009896F6606615584;[87751008, 87319012, 87318964, 87763029, 87723197, 87713040, 87300863, 87300822, 87182063, 87182014, 87212027, 87192039, 87191007];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu', 'Dijon-Ville', 'Besan̤on-Franche-Comt̩', 'Belfort-Montb̩liard-TGV', 'Mulhouse', 'Colmar', 'Strasbourg', 'Metz-Ville', 'Thionville']
OCESN009898F0100115600;[87773002, 87775007, 87763029, 87723197, 87713040, 87300863, 87300822, 87182063, 87182014, 87212027, 87192039, 87191007, 82001000];['Montpellier-Saint-Roch', 'N̨mes', 'Valence-TGV', 'Lyon-Part-Dieu', 'Dijon-Ville', 'Besan̤on-Franche-Comt̩', 'Belfort-Montb̩liard-TGV', 'Mulhouse', 'Colmar', 'Strasbourg', 'Metz-Ville', 'Thionville', 'Luxembourg']
OCESN009898F2602615605;[87773002, 87775007, 87763029, 87723197, 87713040, 87300863, 87300822, 87182063, 87182014, 87214056, 87192039, 87191007, 82001000];['Montpellier-Saint-Roch', 'N̨mes', 'Valence-TGV', 'Lyon-Part-Dieu', 'Dijon-Ville', 'Besan̤on-Franche-Comt̩', 'Belfort-Montb̩liard-TGV', 'Mulhouse', 'Colmar', 'S̩lestat', 'Metz-Ville', 'Thionville', 'Luxembourg']
OCESN009898F3103115597;[87773002, 87775007, 87763029, 87723197, 87713040, 87300863, 87300822, 87182063, 87182014, 87212027, 87192039, 82001000];['Montpellier-Saint-Roch', 'N̨mes', 'Valence-TGV', 'Lyon-Part-Dieu', 'Dijon-Ville', 'Besan̤on-Franche-Comt̩', 'Belfort-Montb̩liard-TGV', 'Mulhouse', 'Colmar', 'Strasbourg', 'Metz-Ville', 'Luxembourg']
OCESN009898F46046-1347654454;[87773002, 87775007, 87763029, 87723197, 87713040, 87300863, 87300822, 87182063, 87182014, 87212027, 87192039, 87191007];['Montpellier-Saint-Roch', 'N̨mes', 'Valence-TGV', 'Lyon-Part-Dieu', 'Dijon-Ville', 'Besan̤on-Franche-Comt̩', 'Belfort-Montb̩liard-TGV', 'Mulhouse', 'Colmar', 'Strasbourg', 'Metz-Ville', 'Thionville']
